gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Female,62,41,49,1404,postgraduate,EN,Web,399,"I play this game with all 3 of my kids and they love it (ages 13, 10, 6...2 boys and a girl).  The mechanics are fairly easy to understand and don't take long to get in to.  Even if you don't totally understand a rule, you can make it work for you in whatever manner.  We've done that before we totally understood certain aspects and the game was still not a cakewalk.  We have lost many missions which makes it all the more fun and challenging.  That way you don't win every time.  We also have Castle Ravenloft (another DnD game like this) and we have mixed characters even which is more fun for the kids:)  Great game to play instead of just playing some video games...this is where the great RPG's came from anyway.",Another amazing DnD game for all ages.
Female,62,41,56,1605,graduate,EN,Web,504,"We own this game as well as Castle Ravenloft.  Once we adjusted to the scant rulebook in CR (it was very alarming to make up house rules when we were new to the genre), we found the game to be fun and engaging, and it made sense to try out the second version.  WoA shows some obvious improvements over CR.  We found that the health and monsters are balanced better, though it's hard to put my finger on exactly what changed to make it so.  However, in CR, we basically always had to add a house rule for possible health drops after defeating an enemy (we would roll the D20 to determine whether health would or would not drop and then again for how much).  In WoA, we don't have to do that, and we still win often enough to make the game fun and not just punishment.

Now that we have played real D&D, this game feels a little bit weaker.  I see now the depth that I'm missing here, and it's true that actual role playing is hard.  However, I don't think it's fair to blame this game for being watered down D&D.  In fact, I think it's basically marketed to be that way.  By and large, we don't have time for a full D&D campaign with weekly meetings that last for hours at a time.  When those sessions happen, they are more fun than playing WoA or CR, but they don't happen very often.  In the mean time, this provides the opportunity to use all of that magnificent dungeon-crawling lingo and to experience the agony of peaking around a dark corner and finding a cave bear waiting for you.

Overall, I would say that, in many ways, this is a strategy game couched in the slick skin of an RPG.  My husband and I like to work hard to optimize our plans and order our strategies to have the best run-through.  When we play the game with a full party of friends, much chaos and laughter ensue (because, let's face it, five turns per round produce a LOT of monsters and encounter cards).  Yes, we have had to implement house rules occasionally, but the game is still solid even in its original form.  This is a great family game if your family is the right kind of nerdy.  We've played D&D on the computer (Neverwinter Nights), which was a lot of fun.  But, board games are better at bringing people together.  We can play this in a few hours with another couple and enjoy an evening entirely without screens.  I find that to be a benefit.

Oh, and if you need more incentive to buy this game, you can always view it as an investment in another new hobby.  We have taken up painting minis after buying these games, and we have found that the painted figures bring so much more depth to the experience.",A Solid Experience for D&D Light
Male,58,44.28,47,1504,graduate,EN,Web,948,"from all 3 of the board games this one is the hardest and best by far. Legends of drizzt is too easy if you play as drizzt. Please do yourself a favor and get this game! good for all types of people.

quick to learn and widely played. You do not have to role play with this game, so people who choose not to will still have the same amount of fun.",Best fantasy board game there is.
Male,28,44.28,54,1430,graduate,EN,Web,4452,"Exactly what I wanted, a DnD board game that I  could play with my family. Says 12+ but my 7 year old daughter could play and enjoy just as much as me and my wife.",DnD board game
Female,43,44.28,53,1707,graduate,EN,Web,6646,"Probably the best of the three D&D board games (Ravenloft, Ashardalon, Drizzt).  The game itself is a big box of stuff (miniatures, maps tile, game pieces, rulebooks), so its a lot of fun to open.  The quality of everything is VERY good, so this game is going to last a long time.  Very replayable, and even supports playing solitaire (for those nights when everyone is out of town).",Excellent Game
Male,38,44.28,48,1486,PhD,EN,Web,6678,"Once I opened the box and unpacked everything I was ecstatic. The tiles are nice and thick so they should hold up well to countless replays. The mini's are great and as far as I can tell, it's all compatible with the RPG game. I foresee me running encounters and campaigns using the components from all 3 boxes. Great buy.",Great game. Sturdy and well designed.
Female,25,44.28,52,1281,postgraduate,EN,Web,6694,"If you have anyone in your life that enjoy's board games, or D&D in any form, they too will appreciate this. It's worth the price. I purchased it as  gift for my eldest son.  As I play'd D&D as a kid, I wanted to share it with my son/sons.  Therefore, I purchased it as a birthday gift and the following evening we all play'd. We had a blast. Thank you, for the good time/s",Perfect Gift
Female,49,44.28,42,1379,graduate,EN,Web,6715,"This game is great! You don't have to have a dm or any experience to play. Quick and easy when you want to play D&D, without getting a bunch of people together or spend tons of money on a million game pieces! Totally worth it. Hell, even one person can play if they choose. Really fun!",Totally worth it! Love it-
Male,56,44.28,51,1651,graduate,EN,Web,6720,If your a D&D fan this is agreat stand alone game to play but with the other ones it makes it even better you can play the normal way or just use it to form your own D&D adventures to play through with your friends so sit down and enjoy the adventures to come.,A must have!
Male,38,44.28,55,1703,graduate,EN,Web,6721,its only 2-5 players so its unplayable when you're more people but its fun nonetheless this game is great and full of re playability.,good solid board game
Male,69,44.28,41,1152,graduate,EN,Web,6770,"I have loved all the D&D board games from Wizards of the Coast so far (I have the other two already) and this one was no exception.  Great pieces and sturdy construction make for a lot of fun.  I especially liked the more challenging Encounter cards in this game in particular.  Very fun and relatively easy to learn.  There is a bit of reading but once you get though that it is very simple and once you ""get it"" you don't need to really re-read the instructions.  Maybe we went back for clarification once or twice in the first few games, but that was it.  If you loved old school D&D but wished it was a bit more tactile (you know, game pieces and stuff) as opposed to all pencil and paper ""in your head"" like I did, then you will LOVE this!",Another great D&D board game.
